amount,oldbalanceOrg,newbalanceOrig,transaction_type,is_fraud
44837.42,4513.72,31537.73,CASH_IN,0
51048.14,22571.63,103267.96,TRANSFER,1
62662.99,121893.55,158568.91,CASH_OUT,1
92639.0,164115.29,86528.5,TRANSFER,1
1921.42,57048.87,93616.81,CASH_OUT,1
47689.58,47842.22,197271.16,CASH_OUT,1
68775.33,157395.16,85061.63,CASH_IN,1
72273.47,11276.37,120814.42,PAYMENT,0
69256.32,73876.53,10907.93,CASH_IN,1
13452.17,101161.84,168442.02,CASH_IN,0
29946.56,112069.73,129633.61,CASH_IN,0
35877.97,145723.03,80804.02,TRANSFER,1
80445.68,70969.14,3233.91,CASH_OUT,1
27883.2,122536.87,118333.76,DEBIT,0
21078.39,117075.08,2531.57,PAYMENT,0
95745.23,109523.22,240.72,CASH_IN,0
896.24,128096.66,123219.71,CASH_OUT,1
99782.11,51889.83,37803.41,PAYMENT,0
67685.36,16929.75,38377.51,DEBIT,0
82848.65,23854.33,130654.31,DEBIT,0
29468.99,44916.48,10739.44,CASH_IN,0
1441.38,100039.59,62681.11,DEBIT,0
73789.57,168088.55,29886.38,DEBIT,0
83416.12,140258.67,116035.27,PAYMENT,1
74050.21,157808.12,132353.03,PAYMENT,0
14293.6,70195.12,144227.17,CASH_IN,0
75345.26,80930.75,51046.24,CASH_OUT,1
76894.59,78736.38,17849.95,CASH_IN,0
65857.47,38374.64,15736.73,TRANSFER,1
76613.93,12243.33,85230.31,DEBIT,1
84593.68,118183.22,189168.88,CASH_OUT,1
61364.28,197843.34,43545.81,PAYMENT,1
8869.59,33365.94,51348.32,TRANSFER,1
48767.9,9336.96,20177.76,TRANSFER,1
7774.16,155906.34,121114.05,DEBIT,0
40760.23,50517.2,135974.57,PAYMENT,0
40716.58,165928.76,128586.24,CASH_OUT,1
6610.32,140787.33,172226.05,PAYMENT,0
34888.57,189134.71,97285.17,DEBIT,0
11108.7,81785.45,26891.41,TRANSFER,1
80825.44,132393.97,57881.03,DEBIT,0
94769.33,92970.96,132485.99,CASH_IN,1
7240.92,126117.74,122624.39,TRANSFER,1
95511.97,89919.78,106200.63,DEBIT,0
52262.43,37726.45,136592.88,CASH_OUT,1
29963.57,101579.48,127478.17,CASH_OUT,1
7695.44,105716.84,176264.98,CASH_OUT,1
50067.42,162120.77,117203.28,CASH_IN,1
79453.61,147104.14,155720.27,PAYMENT,1
70711.58,132758.32,49741.43,CASH_OUT,1
5032.1,22677.42,135636.52,CASH_IN,0
7299.45,144123.26,180438.82,CASH_OUT,1
40293.3,100061.03,77146.47,CASH_IN,0
29536.1,178819.91,155820.84,CASH_OUT,1
23246.11,183974.19,144957.86,PAYMENT,0
28107.64,11031.32,11905.24,DEBIT,0
80350.24,164128.31,116301.66,CASH_OUT,1
92923.51,7539.48,26037.87,DEBIT,0
40516.22,73433.93,193463.83,CASH_OUT,1
90612.04,108460.0,162281.5,PAYMENT,0
32156.36,29620.16,21944.76,DEBIT,0
47648.93,149262.76,24350.4,CASH_IN,0
22610.64,1670.94,118894.77,CASH_OUT,1
64051.2,33719.81,68977.83,CASH_OUT,1
97898.32,116159.37,6981.17,CASH_IN,0
60353.27,142877.51,108328.3,PAYMENT,0
35787.83,183328.62,77569.02,TRANSFER,1
64785.27,141099.33,20215.3,CASH_OUT,1
12300.84,134355.85,160384.08,CASH_IN,0
88867.02,78868.23,183015.35,TRANSFER,1
50313.36,256.89,151318.79,CASH_OUT,1
44940.48,24031.85,164484.46,DEBIT,0
58590.62,106910.91,43298.11,CASH_IN,0
62482.14,135025.98,52714.59,DEBIT,0
7186.86,83489.66,41705.51,PAYMENT,0
68264.9,146135.8,153012.69,TRANSFER,1
24200.75,104372.46,189583.42,CASH_IN,0
71398.12,14835.24,143367.44,CASH_OUT,1
82255.25,38403.25,176293.35,CASH_OUT,1
80397.81,167999.64,127739.82,TRANSFER,1
55254.57,144982.55,77531.98,DEBIT,0
52021.79,178952.4,85152.32,DEBIT,0
14296.17,23511.45,15064.29,CASH_IN,0
77536.86,198044.51,6291.44,CASH_IN,1
27148.22,41881.34,139095.12,DEBIT,0
49674.58,2355.98,87685.78,CASH_IN,0
28434.57,199484.59,110443.01,DEBIT,0
13391.5,56214.78,111532.25,TRANSFER,1
62959.47,133603.89,55475.16,CASH_IN,1
5442.66,35336.46,95178.5,DEBIT,0
74867.04,116045.71,94152.04,CASH_IN,0
31765.5,180807.0,77685.44,CASH_OUT,1
23.47,64036.23,164135.08,CASH_OUT,1
51117.8,134050.8,90232.8,PAYMENT,0
4694.72,37580.72,120728.9,DEBIT,0
27624.19,124959.08,179104.02,PAYMENT,0
70700.58,67290.07,173246.72,DEBIT,1
6278.34,42241.65,178084.44,CASH_IN,0
83935.46,62636.41,54001.0,DEBIT,1
391.95,35768.21,6996.5,CASH_OUT,1
24689.92,180383.22,52213.36,CASH_IN,0
74093.0,79437.38,55741.47,CASH_OUT,1
31633.85,49055.86,181872.07,CASH_IN,0
10198.22,89681.57,129848.55,DEBIT,0
36029.79,64107.23,16340.79,DEBIT,0
27046.62,148883.85,27075.72,CASH_OUT,1
84272.76,194243.98,31135.23,TRANSFER,1
31341.66,87606.73,126084.35,DEBIT,0
78895.36,172206.68,147082.81,TRANSFER,1
89188.3,113172.61,171928.78,CASH_IN,1
43387.4,31447.13,188127.31,TRANSFER,1
90995.21,138124.55,40340.91,CASH_OUT,1
37738.03,102686.9,61954.5,PAYMENT,0
96408.2,130121.3,48064.58,PAYMENT,1
8938.06,177937.48,71752.31,CASH_OUT,1
68705.06,88086.91,182933.02,PAYMENT,1
49386.47,180235.52,115022.51,CASH_OUT,1
38771.0,150133.8,147638.38,DEBIT,0
63274.86,97720.99,98023.85,TRANSFER,1
70388.67,120644.43,5771.58,PAYMENT,0
446.28,65116.23,12839.1,DEBIT,0
16703.64,196719.46,107584.61,PAYMENT,0
71307.47,133470.23,143757.81,CASH_IN,0
66641.88,8769.37,43066.11,CASH_OUT,1
96605.09,65324.38,144381.91,CASH_OUT,1
76106.17,124662.89,162133.15,DEBIT,0
95077.76,11266.66,82379.5,CASH_IN,1
70257.02,4776.84,149283.85,TRANSFER,1
29812.24,90004.85,80805.99,CASH_IN,0
10545.44,66538.04,135670.13,CASH_IN,0
78184.57,87659.72,152799.41,TRANSFER,1
64418.48,52538.66,198385.32,TRANSFER,1
4828.12,32943.55,69079.33,CASH_IN,0
36011.45,137828.67,82208.16,PAYMENT,0
95680.41,102914.22,33124.01,PAYMENT,1
50045.11,40030.84,40814.61,CASH_IN,0
43278.59,63917.89,138679.0,PAYMENT,0
45775.38,118361.58,183409.12,TRANSFER,1
20896.18,14445.87,78920.99,TRANSFER,1
36877.03,29490.6,35968.89,PAYMENT,0
36987.63,14649.12,57019.9,TRANSFER,1
5244.98,162463.47,91010.34,CASH_OUT,1
76759.09,150481.85,58130.07,TRANSFER,1
41656.28,150662.59,46715.82,CASH_IN,0
82219.77,143265.07,147196.9,DEBIT,0
85036.3,133877.08,1568.98,PAYMENT,0
21207.29,95398.38,107846.11,PAYMENT,0
65738.77,128455.63,158753.36,TRANSFER,1
47233.46,7672.31,53245.66,TRANSFER,1
88016.87,124292.88,120658.3,DEBIT,0
21581.91,155575.54,133780.02,DEBIT,0
67784.54,100071.67,131004.94,CASH_IN,1
60779.13,71502.67,89169.93,CASH_OUT,1
29537.19,55485.35,69315.6,CASH_IN,0
13668.72,128560.41,167184.81,PAYMENT,0
65167.46,138560.24,151689.19,TRANSFER,1
73862.36,174193.52,64251.03,CASH_IN,1
31569.58,68466.82,20603.84,TRANSFER,1
64486.81,153954.46,14361.51,TRANSFER,1
39519.14,112271.16,18855.2,CASH_IN,0
71323.56,176567.3,116573.87,CASH_IN,1
19929.54,105562.42,10332.44,DEBIT,0
89022.6,103525.97,67385.37,CASH_OUT,1
28748.09,115575.42,150639.94,DEBIT,0
36784.92,149863.07,58869.63,CASH_OUT,1
5818.61,192938.1,152661.62,CASH_IN,0
11160.11,14712.67,149093.41,CASH_OUT,1
51591.03,10686.92,49165.43,PAYMENT,1
26766.59,187510.07,145764.44,DEBIT,0
83549.67,105975.13,149555.33,DEBIT,1
1479.19,122980.6,79490.79,DEBIT,0
37915.61,96484.72,42084.1,TRANSFER,1
33741.18,18731.49,104254.16,TRANSFER,1
1942.57,153617.88,184279.52,CASH_IN,0
12445.6,149444.93,127923.35,CASH_IN,0
41370.13,62340.66,34584.5,TRANSFER,1
49291.53,61247.85,136551.38,DEBIT,0
40434.93,167568.28,85440.61,TRANSFER,1
53098.46,14471.45,118305.76,CASH_OUT,1
59517.22,176221.03,146812.81,DEBIT,0
1002.28,51332.34,102989.47,TRANSFER,1
46414.87,118596.95,162796.79,CASH_IN,0
96350.29,187198.84,144431.12,TRANSFER,1
51908.04,135624.5,123014.67,PAYMENT,1
67757.45,82885.96,30158.56,TRANSFER,1
31193.27,137906.84,167189.82,DEBIT,0
77401.4,68795.93,187181.12,TRANSFER,1
77294.42,55451.68,27393.02,CASH_IN,0
52134.39,199336.66,97648.23,CASH_OUT,1
97601.62,150158.05,51777.75,PAYMENT,1
12563.77,128944.0,150904.66,DEBIT,0
1704.6,71057.93,144325.93,CASH_IN,0
77018.12,9832.17,28177.02,PAYMENT,1
80717.48,6211.38,175405.45,TRANSFER,1
12029.52,110836.25,36194.61,PAYMENT,0
26565.63,152406.54,159451.81,CASH_OUT,1
1765.06,107475.84,91396.07,PAYMENT,0
29337.93,168157.01,65654.46,PAYMENT,0
77316.46,6685.31,31647.85,TRANSFER,1
51800.87,73350.42,33522.85,TRANSFER,1
34816.08,47414.08,132378.11,DEBIT,0
37180.21,89454.59,110086.08,TRANSFER,1
145.35,14475.28,24417.08,PAYMENT,0
29987.05,190826.33,22539.57,CASH_OUT,1
64649.41,44651.08,14462.11,TRANSFER,1
97419.7,184461.56,148753.47,DEBIT,0
84707.61,85178.63,142376.42,DEBIT,1
2369.26,197104.83,11686.2,PAYMENT,0
89857.07,110811.68,112054.02,TRANSFER,1
78322.01,186166.57,16935.23,TRANSFER,1
78039.81,1069.8,180749.15,DEBIT,0
45805.0,149647.76,181423.48,TRANSFER,1
39806.55,180610.13,139646.6,PAYMENT,0
30298.54,27944.11,185237.78,CASH_OUT,1
6578.83,19225.17,162290.61,PAYMENT,0
22831.25,84914.52,165707.72,TRANSFER,1
24667.9,186735.78,113941.57,PAYMENT,0
48412.87,108477.31,61211.84,CASH_IN,0
74746.97,105491.29,43559.82,CASH_IN,0
47386.24,28225.22,65440.0,TRANSFER,1
5793.87,157.9,125699.09,TRANSFER,1
95779.4,162028.02,34531.31,CASH_OUT,1
94273.0,17514.91,51728.05,PAYMENT,0
78521.1,126769.96,93612.17,CASH_OUT,1
99132.88,182923.29,46610.02,TRANSFER,1
54452.79,41730.38,117728.73,TRANSFER,1
96277.21,133054.57,184635.21,DEBIT,0
7569.75,15739.72,149617.87,CASH_OUT,1
36574.42,120751.03,133285.32,TRANSFER,1
22545.87,32786.34,116544.3,CASH_IN,0
19591.35,147190.71,97589.58,DEBIT,0
14088.89,60246.26,37312.77,PAYMENT,0
62245.14,92678.2,178942.09,DEBIT,1
78134.37,119886.11,49707.2,PAYMENT,1
57834.06,34254.68,18261.78,CASH_IN,0
14704.8,148327.56,150003.04,PAYMENT,0
81114.27,60528.07,35123.11,CASH_OUT,1
63599.11,132474.37,74379.2,PAYMENT,0
38822.69,31656.61,5656.99,PAYMENT,0
67416.29,137623.53,27413.59,DEBIT,1
25997.9,25637.61,34640.73,CASH_IN,0
34525.77,85071.3,10882.03,PAYMENT,0
91749.41,49441.21,131331.39,CASH_OUT,1
29057.55,149675.05,167401.56,DEBIT,0
47004.13,52407.0,74663.08,CASH_IN,0
89015.21,176343.46,174915.3,CASH_IN,0
70775.06,178364.04,42669.31,TRANSFER,1
6229.7,39288.26,65078.08,CASH_OUT,1
14738.83,122769.19,30147.4,DEBIT,0
794.08,17543.53,124111.84,DEBIT,0
63095.87,78307.42,83973.92,CASH_OUT,1
44772.87,142664.35,122656.67,CASH_IN,0
13436.14,131884.65,152334.98,PAYMENT,0
95793.83,124940.13,109140.6,CASH_OUT,1
52970.68,56508.17,125526.07,DEBIT,1
24196.91,75604.99,187050.06,CASH_OUT,1
50065.35,20589.23,59812.86,CASH_IN,0
67965.24,143804.56,71832.79,TRANSFER,1
7633.16,100777.76,143540.67,TRANSFER,1
27477.63,141753.13,122261.1,PAYMENT,0
80698.48,49788.7,35706.58,PAYMENT,0
45971.89,64887.65,75229.46,CASH_IN,0
54662.25,66843.07,93567.6,PAYMENT,1
43287.27,5148.48,83877.97,TRANSFER,1
4399.56,68209.57,35654.96,CASH_IN,0
16583.32,160660.91,184886.02,CASH_IN,0
44559.71,179459.7,152463.75,CASH_IN,0
20926.45,103643.66,96271.17,CASH_OUT,1
5007.4,91100.34,136012.21,PAYMENT,0
84366.53,6164.92,179456.53,DEBIT,1
98119.44,175840.87,27234.83,TRANSFER,1
79316.36,2602.04,50074.61,PAYMENT,0
85379.95,188950.02,108540.25,TRANSFER,1
24205.29,97843.25,159802.07,PAYMENT,0
96063.09,68386.9,7250.98,DEBIT,1
19700.6,184843.69,196803.63,TRANSFER,1
95143.47,4878.2,90981.32,DEBIT,0
99481.98,116284.98,71846.23,TRANSFER,1
71175.16,109786.5,58544.89,CASH_OUT,1
98114.56,43864.08,34871.34,CASH_OUT,1
56958.28,85777.49,158314.78,TRANSFER,1
25961.58,130452.8,191082.83,TRANSFER,1
43705.22,145426.24,82728.95,DEBIT,0
59360.16,143.37,190484.14,CASH_IN,1
7317.43,187370.69,164759.52,TRANSFER,1
62238.1,32905.07,96210.23,PAYMENT,1
98117.97,46716.09,134805.24,PAYMENT,1
19018.86,52694.69,86996.84,PAYMENT,0
79261.59,7564.03,111744.68,CASH_OUT,1
90790.8,24610.42,11609.27,DEBIT,0
94370.72,197269.98,139252.7,CASH_OUT,1
96013.96,63043.35,10564.93,PAYMENT,0
52150.75,23060.22,163416.99,TRANSFER,1
97731.02,21398.25,164989.39,PAYMENT,0
75733.45,143891.99,47415.46,TRANSFER,1
16175.53,170913.73,64732.56,DEBIT,0
47695.24,51390.46,96262.08,CASH_IN,0
71835.93,4181.9,119332.58,TRANSFER,1
24741.56,44618.0,57470.73,CASH_OUT,1
64065.11,11303.14,118497.28,PAYMENT,1
66663.38,20678.99,59557.41,PAYMENT,1
16278.35,86301.62,11098.14,PAYMENT,0
56512.88,45983.67,505.51,TRANSFER,1
77164.97,103189.18,20230.21,DEBIT,0
49894.58,50698.75,158450.14,TRANSFER,1
1220.19,188107.46,192286.26,CASH_OUT,1
913.76,181188.79,85393.24,PAYMENT,0
35709.36,113361.22,102536.79,TRANSFER,1
92620.14,70884.8,29369.63,PAYMENT,0
22875.39,76229.38,110206.27,CASH_OUT,1
63440.03,82370.46,28930.98,CASH_IN,0
22215.37,145515.86,122242.87,CASH_IN,0
32173.78,90327.8,186651.73,CASH_IN,0
84805.73,171345.99,39139.71,PAYMENT,0
72888.86,188818.96,152912.74,TRANSFER,1
9548.97,67189.23,4700.48,PAYMENT,0
42875.92,112138.9,75099.45,DEBIT,0
2926.68,19011.31,22149.7,TRANSFER,1
48094.21,40093.81,70495.09,CASH_OUT,1
66246.78,82693.15,34707.38,CASH_IN,0
11859.08,41240.54,74661.0,TRANSFER,1
28895.61,175312.1,83504.56,TRANSFER,1
39789.68,31657.25,60118.22,CASH_IN,0
91953.91,91132.16,131324.39,CASH_OUT,1
99325.57,121139.85,183770.41,PAYMENT,0
4500.68,138372.78,80119.07,PAYMENT,0
76103.18,76613.87,38468.63,TRANSFER,1
37178.69,173819.81,54144.55,CASH_IN,0
39251.89,113663.83,170800.16,DEBIT,0
75428.95,87901.56,114327.94,CASH_OUT,1
91843.46,13448.13,91002.21,PAYMENT,1
95093.35,92937.89,29927.34,CASH_OUT,1
57716.49,164147.17,89945.46,CASH_OUT,1
35718.54,122908.2,55698.4,CASH_OUT,1
78757.03,166432.49,188632.63,CASH_IN,0
25107.63,98802.33,176814.02,CASH_IN,0
56411.76,23692.34,16780.51,CASH_IN,1
35864.26,2727.97,103330.7,TRANSFER,1
65666.54,60643.91,45011.67,CASH_IN,1
24047.49,139598.09,82155.42,TRANSFER,1
19167.38,158051.98,175369.6,PAYMENT,0
91824.73,59150.57,105502.9,PAYMENT,0
10189.35,99130.78,66843.06,PAYMENT,0
50600.73,84223.78,41577.67,PAYMENT,1
22093.07,82104.56,160064.97,PAYMENT,0
3902.61,46269.74,124903.6,CASH_IN,0
3611.52,27274.22,93613.09,DEBIT,0
17530.42,39337.71,43496.87,CASH_IN,0
86678.37,11066.48,66849.27,DEBIT,0
28255.05,39626.15,191968.69,CASH_IN,0
95046.41,1840.18,104017.99,PAYMENT,0
58166.41,125451.68,80139.86,CASH_OUT,1
43667.05,63275.08,104284.41,DEBIT,0
58013.08,194628.94,155797.7,CASH_OUT,1
51674.67,38743.41,68021.79,PAYMENT,1
75880.04,69165.71,35741.22,DEBIT,0
28256.78,71568.23,116987.22,CASH_OUT,1
35311.51,1690.3,133040.82,CASH_IN,0
89410.49,167841.59,142543.6,PAYMENT,0
94646.19,6398.89,176397.52,CASH_IN,1
89256.9,188035.97,74234.82,CASH_IN,0
41950.6,178414.87,15070.98,PAYMENT,0
78038.75,107104.38,191669.72,DEBIT,1
47638.81,108719.11,87002.39,TRANSFER,1
49759.01,130755.58,124651.5,TRANSFER,1
20475.96,77410.0,133261.06,PAYMENT,0
59117.12,129444.46,109302.74,TRANSFER,1
18621.73,8953.68,41051.51,CASH_OUT,1
33163.15,10809.53,151028.61,DEBIT,0
85504.47,91446.08,160750.39,CASH_IN,0
20715.51,109924.46,110595.12,CASH_IN,0
7125.12,177563.53,97712.23,PAYMENT,0
6910.07,20932.13,22787.64,CASH_IN,0
94079.04,164529.59,16790.33,CASH_OUT,1
50696.97,42009.47,67912.97,CASH_OUT,1
40947.11,78816.73,62169.23,PAYMENT,0
81089.75,63320.49,190731.29,CASH_IN,0
83584.23,80031.05,156724.55,TRANSFER,1
33225.78,30099.1,131984.86,TRANSFER,1
69364.87,100714.01,103529.62,DEBIT,1
77114.57,160328.52,33473.51,PAYMENT,1
65468.52,88306.8,195691.33,DEBIT,0
15167.99,98122.72,75008.14,TRANSFER,1
87589.55,169753.52,21385.12,TRANSFER,1
53914.06,141211.62,98759.78,TRANSFER,1
28254.42,98090.88,174799.6,DEBIT,0
42528.57,51539.13,177458.2,PAYMENT,0
3766.73,176985.35,2193.18,CASH_OUT,1
12795.4,115404.08,177259.15,CASH_OUT,1
76557.02,44229.52,54296.84,TRANSFER,1
11.16,53823.95,7794.47,PAYMENT,0
41662.42,160626.62,169558.05,PAYMENT,0
52255.79,8829.11,172773.35,CASH_IN,1
5472.9,198418.44,119246.22,CASH_IN,0
97308.09,26070.34,114886.75,DEBIT,1
22620.27,159213.71,162624.05,CASH_IN,0
30426.83,78955.06,157261.91,DEBIT,0
30401.21,98443.24,178021.09,CASH_OUT,1
23049.36,176130.12,110549.49,TRANSFER,1
157.37,82582.24,193529.42,PAYMENT,0
72937.19,107498.75,199229.37,CASH_OUT,1
96684.88,9859.93,23308.92,CASH_OUT,1
22437.11,469.49,169908.75,DEBIT,0
66308.09,48959.97,99964.45,TRANSFER,1
74192.21,136116.62,77513.27,DEBIT,1
84844.05,24252.98,122614.46,CASH_OUT,1
42268.69,22752.39,11193.11,PAYMENT,0
30300.06,82192.12,101292.22,CASH_IN,0
32536.26,129567.41,174178.11,DEBIT,0
71265.01,142414.4,42692.3,CASH_OUT,1
81679.78,35690.13,85277.98,CASH_IN,0
18169.58,15917.63,187896.18,CASH_IN,0
37100.39,188079.41,85712.77,CASH_OUT,1
90195.0,52133.28,71673.53,TRANSFER,1
80671.29,170669.3,88107.33,CASH_OUT,1
98485.99,172698.29,103890.55,PAYMENT,0
75427.28,154504.52,126398.27,CASH_IN,1
39325.59,33766.72,160138.56,PAYMENT,0
59067.88,164360.29,90420.44,DEBIT,1
66104.82,153850.11,163496.19,CASH_IN,1
7854.8,119344.6,106744.13,TRANSFER,1
54454.25,67440.41,67696.1,CASH_OUT,1
70934.99,52501.72,131590.17,DEBIT,0
16740.46,24377.84,143544.45,PAYMENT,0
78065.37,101951.41,111609.8,DEBIT,0
58381.44,117052.18,11322.99,TRANSFER,1
95222.66,71867.8,33976.58,CASH_OUT,1
4251.81,95071.81,57059.54,DEBIT,0
26539.96,72702.89,56525.12,PAYMENT,0
60159.37,128201.21,134684.16,DEBIT,1
29663.03,180251.84,3669.73,CASH_OUT,1
71445.27,32784.05,151136.36,DEBIT,0
75902.94,76281.76,53068.49,PAYMENT,1
10260.57,28173.72,62004.37,CASH_OUT,1
51390.31,124988.75,105581.97,TRANSFER,1
50893.97,145774.1,43185.12,TRANSFER,1
36934.38,186382.55,176894.26,CASH_IN,0
93293.16,55774.39,17073.76,DEBIT,0
82752.36,190042.24,88876.47,PAYMENT,0
69723.97,12652.53,169884.45,DEBIT,0
71435.52,120602.77,123168.78,CASH_OUT,1
46177.0,11426.54,58465.9,CASH_IN,0
92100.24,178754.84,84152.04,PAYMENT,0
69462.6,105961.81,141338.88,DEBIT,1
72900.82,133869.67,194652.15,PAYMENT,1
86170.47,166314.79,178627.74,CASH_OUT,1
27414.42,30062.12,68486.56,CASH_IN,0
80709.02,7718.31,199639.58,PAYMENT,0
19532.11,175776.23,700.93,CASH_OUT,1
34540.74,62986.65,5525.95,TRANSFER,1
33567.69,25795.78,164768.1,PAYMENT,0
97852.76,93692.25,39892.54,CASH_IN,1
85655.16,119661.22,12153.85,PAYMENT,0
70119.97,6194.12,47429.61,PAYMENT,1
72708.41,54979.13,85220.03,CASH_OUT,1
56211.66,6559.97,146113.25,DEBIT,1
94709.6,84067.08,124867.11,DEBIT,0
49630.91,179020.01,47524.24,PAYMENT,0
38057.97,196530.48,100654.09,CASH_IN,0
16311.9,127409.51,185242.82,CASH_IN,0
78622.7,32327.54,163001.56,CASH_OUT,1
73447.05,181169.88,64637.96,PAYMENT,1
38441.66,103249.56,196452.91,PAYMENT,0
2529.09,30749.86,141724.08,DEBIT,0
83901.34,184345.33,12489.87,CASH_OUT,1
1151.68,151493.81,7032.14,TRANSFER,1
70372.94,146341.05,33681.59,CASH_IN,1
97026.01,141836.14,145571.17,CASH_IN,1
43771.76,40067.96,36747.79,PAYMENT,0
23504.99,42201.34,102297.35,CASH_OUT,1
70490.05,137658.6,18652.02,TRANSFER,1
81714.64,43944.55,184177.23,CASH_IN,1
54647.57,87734.34,68792.12,CASH_OUT,1
96703.86,156400.37,181626.41,TRANSFER,1
5176.36,156790.5,188975.13,PAYMENT,0
50484.51,90652.35,1225.73,DEBIT,1
71848.21,158437.99,92827.04,CASH_IN,1
86265.42,167724.36,4931.21,CASH_IN,1
17933.77,130955.15,181738.55,TRANSFER,1
80002.35,45685.17,103681.51,DEBIT,0
55275.18,54802.36,14988.8,CASH_OUT,1
39661.4,62968.23,22055.35,PAYMENT,0
13180.19,23360.82,76701.8,CASH_OUT,1
86530.92,54631.92,188046.84,TRANSFER,1
15735.75,41903.84,138581.83,CASH_IN,0
30985.69,91065.75,173523.77,CASH_IN,0
29011.65,181687.51,73291.33,CASH_OUT,1
87142.69,20896.06,8642.74,PAYMENT,1
67273.57,144053.58,194863.53,TRANSFER,1
79670.17,137456.6,3434.6,PAYMENT,0
25054.29,19150.84,189530.33,TRANSFER,1
62491.16,184514.48,73735.48,PAYMENT,1
57178.88,113694.44,2018.08,CASH_OUT,1
83284.71,72745.1,137831.45,DEBIT,0
90609.65,151307.72,196108.06,TRANSFER,1
1225.56,51473.09,193125.14,CASH_OUT,1
67405.25,138701.97,32187.4,CASH_IN,0
5193.06,7942.24,36249.56,CASH_IN,0
54890.38,167881.61,113107.78,PAYMENT,1
28770.4,89634.17,127460.97,CASH_IN,0
30684.59,127338.58,147883.58,DEBIT,0
35302.32,44247.56,36210.07,TRANSFER,1
62133.03,135414.74,191801.42,PAYMENT,1
33411.66,154448.06,127747.85,TRANSFER,1
73272.58,94642.64,169409.38,TRANSFER,1
40458.69,123545.38,108013.14,CASH_OUT,1
6844.64,91265.18,82855.37,CASH_IN,0
78378.15,178818.27,195436.58,TRANSFER,1
28582.97,99573.84,116424.27,DEBIT,0
43282.36,168361.74,173374.72,DEBIT,0
68547.53,160270.41,190658.48,CASH_IN,0
33252.29,82100.96,135070.93,CASH_IN,0
5668.0,46016.9,109787.74,PAYMENT,0
37398.37,81216.43,702.17,PAYMENT,0
94445.41,165243.48,8003.93,PAYMENT,0
64177.02,45526.51,40170.24,CASH_IN,0
67151.2,104887.27,37201.69,TRANSFER,1
63231.89,161219.35,50951.76,CASH_OUT,1
19907.22,70695.5,60986.93,PAYMENT,0
41839.2,128441.93,72013.1,CASH_OUT,1
75096.47,49126.31,84107.54,DEBIT,1
10146.28,21855.89,19773.27,CASH_IN,0
27792.5,158876.85,8472.39,DEBIT,0
27639.15,19793.72,134788.89,PAYMENT,0
43207.57,54276.28,107466.96,TRANSFER,1
98037.07,171021.88,88828.84,PAYMENT,1
6759.58,69293.86,126887.99,CASH_OUT,1
51874.91,194609.07,165535.88,PAYMENT,0
17944.67,195946.87,85538.58,TRANSFER,1
97067.95,53655.2,128223.89,TRANSFER,1
11339.22,8195.64,190714.44,CASH_IN,0
40366.06,141012.66,167924.9,CASH_IN,0
73791.12,90197.3,85200.16,TRANSFER,1
70458.4,20150.57,128943.37,TRANSFER,1
42278.64,141504.56,35414.18,CASH_OUT,1
34658.95,6234.98,112104.44,PAYMENT,0
39767.26,174039.34,196265.66,CASH_IN,0
26434.98,27730.51,103663.02,CASH_OUT,1
20541.24,25462.38,185527.66,PAYMENT,0
48309.14,35134.46,81466.98,CASH_IN,0
26860.69,192053.27,199768.97,CASH_OUT,1
28753.29,138633.87,115844.01,DEBIT,0
65679.04,160274.31,8453.8,DEBIT,1
96854.05,79527.0,117350.96,CASH_IN,1
60367.68,67262.55,54914.54,CASH_OUT,1
7707.18,46896.8,6496.26,PAYMENT,0
7567.61,96129.61,164170.66,PAYMENT,0
95142.81,110365.75,55145.93,CASH_OUT,1
29736.11,126354.97,159309.71,DEBIT,0
9215.78,51423.7,57643.52,CASH_OUT,1
59908.47,189730.82,38865.27,DEBIT,1
62368.64,33951.7,194787.11,DEBIT,0
64854.0,193130.63,72329.07,PAYMENT,1
26747.53,2971.22,120275.24,CASH_IN,0
1520.92,96225.14,121996.3,TRANSFER,1
96501.89,66673.57,112094.7,CASH_OUT,1
25096.8,89824.68,182939.15,DEBIT,0
67605.87,114132.92,134888.21,CASH_OUT,1
70665.92,87117.83,80746.6,CASH_IN,0
61004.64,82969.37,172476.08,CASH_IN,1
31297.61,146544.68,36212.58,TRANSFER,1
27116.91,137175.26,108847.35,TRANSFER,1
59770.85,166654.26,190110.07,DEBIT,0
86610.9,49991.8,125079.53,TRANSFER,1
94673.91,121905.7,163393.69,DEBIT,0
10599.52,117038.96,130712.15,PAYMENT,0
15491.31,73947.56,167874.17,DEBIT,0
94474.18,97211.51,188897.58,TRANSFER,1
73656.16,62756.43,54584.35,CASH_OUT,1
88300.55,28368.88,33932.22,TRANSFER,1
20271.24,42760.24,96798.15,CASH_IN,0
58762.71,21102.73,140372.49,TRANSFER,1
70116.95,136613.92,45438.25,PAYMENT,0
68014.39,132145.48,820.29,DEBIT,1
40821.09,190121.27,68587.02,CASH_IN,0
1549.34,145935.68,193771.87,DEBIT,0
58296.78,10409.17,138993.49,DEBIT,1
25317.62,176849.03,80265.09,TRANSFER,1
45030.92,172535.03,38515.22,CASH_OUT,1
95758.53,88664.06,71217.93,CASH_IN,0
39909.54,117172.61,33967.89,PAYMENT,0
83981.76,195215.67,21261.16,PAYMENT,0
